Country,SPY,IJH,IJR,EFA,IEMG,RSP,QQQ,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,KWEB,MCHI,EIMI,AGG,IEF,SHY,SHV,TLT,BNDX,TIP,GLD,MOAT,DIA,URTH,ACWI,AOK,AOM,AOR,IVV,IDEV,DXJ,HYG,CEMB,HYLD,LQD,MBB,DFAT,DFUV,DFAC,QUAL,DFSV,DFIV,SLV,IEUR,IWM,SMMD,USMV,DFAX,IUSB,FALN,DFCF,MINT,CORP,BND,IAGG,BOND,GOVT,AGGU,EMB,USHY,IUAA,BBIN,JREG,BOTZ,XAIX,AIQ,CHAT,BLOK,CLOU,QTUM,CIBR,ARKF,ARKW,ESPO,SMH,SNSR,ICLN,PHO,TAN,FAN,DRIV,GRID,LIT,ESGU,ESGD,ESGE,IBB,ARKG,IDNA,XHE,IHF,IHI,SBIO,HEAL,HTEC,EWT,EWH,IQLT,DIHP,SPHQ,XMHQ,JQUA,DUHP,IWD,SPYV,COWZ,MOTI,DFEV,INDA,EWJ,HYS,HYDB,CSPX,XDEW,M1WO Index,M1WD Index,SPXT Index,SPTGCUT Index,SPTGMUT Index,SPTGGUT Index,KURE,CHIQ,KGRN,CXSE,KBA,KSTR,QWLD,QUS,IDRV,IGPT,SKYY,HACK,FINX,SOXX,XBI,IXJ,IHE,PPH,Core E100,Core Growth,Core Balanced,Core Defensive,Thematic Disruptive Tech,Thematic Healthcare Innovation,Thematic ESG & Clean Energy,Thematic China Growth,REIT 100,REIT RM,Income Preserve,Income Enhance,Cash SGD flexi,Cash USD flexi,SRS Income Preserve,SRS Income Enhance,SRS Cash SGD flexi,SRS E100,Downside protected,AAXJ,ARKK,ARKQ,ARKX,BIL,BITO,CATH,CCOR,CNYA,CQQQ,CWI,DBMF,DLN,EEM,EIDO,EMQQ,EWA,EWM,EWY,EWZ,FDIS,FXI,GDX,HLAL,IEFA,IEI,IGF,IGSB,IGV,ILF,IPO,IWDA,IWP,IWS,JEPI,KMLM,KRBN,LEMB,METV,MNA,MOO,MTUM,NULV,OIH,PBW,PFFD,PFIX,PSQ,QAI,RAAX,REMX,SDG,SDY,SH,SHYG,SLYV,SMOG,SPDW,SPYX,SUSL,THD,UCAP,VBK,VGT,VIG,VNQ,VNQI,VOO,VOTE,VTI,VTIP,VTV,VUG,VWRA,VXUS,XLC,XME,XOP,XT,DFAE,QQEW,IBIT,ARKB,FBTC,JEPQ,ACWD
New Zealand,0,0,0,0.00190076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004842845,0,0,0,0,0.000640368,0.000572726,0.000583574,0.000612055,0.000667491,0,0.002601523,0,0,0,0,0,0,0,0,0,0,0,0.0020002,0,0,0,0,0,0.00190095,0.00030349,0,0.003425997,0,0.000295,0,0.00362204,0,0,0.001756612,0,0,0,0.00190057,0.000201715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059475,0,0,0,0,0,0,0,0.002226501,0,0,0,0,0,0,0,0,0,0,0,0,0.001284995,0.005006007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640368,0.000572726,0,0.000583574,0.000612055,0.000667491,0,0,0,0,0,0,0.00060012,0,0,0,0,0,0.03879612,0,0,0,0,0,0.000216482,0.000339488,0.000464028,0.000552207,0,0,0.001538462,0,0,0,0.0005001,0,0,0,0.0005001,0,0,0.000235756,0,0,0,0,0,0,0,0,0,0,0,0.001304435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002736394,0,0.033269867,0.001811047,0,0,0,0.00040004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601022,0,0,0,0,0,0,0,0.031056521,0.00280028,0,0,0,0,0,0,0,0,0.0014007,0,0,0,0,0,0,0.00090018,0.002504508,0,0,0,0,0,0,0,0,0,0,0.000401405
Norway,0,0,0,0.005802321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314715,0,0,0,0,0.006425099,0,0,0,0,0.001505434,0.001390444,0.00150847,0.001575104,0.001704799,0,0.006202247,0,0,0,0.001917481,0.000607595,0,0,0,0,0,0,0.00570057,0,0.013303991,0.003101551,0,0,0.004902451,0.001011634,0,0.002015998,0.002000002,0.006005994,0.000710516,0.004864054,0,0,0.003025276,0,0,0.000382446,0.006501951,0,0.02360236,0,0,0,0.009159021,0,0,0,0,0,0,0,0.0094,0.0041462,0,0,0.00774255,0,0,0,0,0.010992904,0,0,0,0,0,0,0,0,0,0,0,0,0.006192575,0.00700841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001505434,0.001390444,0,0.00150847,0.001575104,0.001704799,0,0,0,0,0,0,0.00110022,0,0,0.0004,0,0,0,0,0,0,0,0,0.000820432,0.000879435,0.000927365,0.000968057,0.005783279,0,0.002871795,0,0,0,0.0025005,0.0010001,0,0,0.0025005,0.0010001,0,0.000735198,0,0,0,0,0,0,0,0,0,0,0,0.003210917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007702442,0,0.001002104,0.003119026,0,0,0,0.00130013,0,0,0,0,0,0,0,0,0.059177635,0,0,0,0.01309869,0,0,0,0.002404087,0.00091417,0,0.01244605,0,0,0,0,0,0.00630063,0,0,0,0,0,0,0,0,0.0010005,0,0,0,0,0,0,0.00120024,0.004608295,0,0,0,0.004127358,0,0,0,0,0,0,0.001003512
Portugal,0,0,0,0.0020008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006178997,0,0,0,0,0.000415833,0.000381972,0.000458868,0.000464754,0.000476208,0,0.001600322,0,0,0,0.011190038,0,0,0,0,0,0,0,0.00050005,0,0.00320096,0,0,0,0.00190095,0,0,0,0,0,0,0.005796064,0,0,0.002439738,0,0,0,0.00150045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503821,0,0,0,0,0.00229954,0,0,0.003270201,0,0,0,0,0,0,0,0,0,0,0,0,0.000450998,0.001201442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415833,0.000381972,0,0.000458868,0.000464754,0.000476208,0,0,0,0,0,0,0.0005001,0,0,0,0,0,0,0,0,0,0,0,0.000175248,0.000356273,0.000541697,0.000671831,0,0,0.004410256,0,0,0,0.00020004,0.00050005,0,0,0.00020004,0.00050005,0,0.000242804,0,0,0,0,0,0,0,0,0,0,0,0.000702388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001824263,0,0,0,0,0,0,0.00030003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010017,0,0,0,0,0,0,0,0,0.00150015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030006,0.001001803,0,0,0,0.004913522,0,0,0,0,0,0,0.000401405
Singapore,0,0,0,0.013505402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115172,0,0,0,0,0.005976509,0,0,0,0,0.003378112,0.003087804,0.002695814,0.00284942,0.003148398,0,0.013305674,0,0,0.029044952,0,0.008,0,0,0,0,0,0,0.00890089,0,0,0.00010005,0,0,0.006803402,0.000708144,0,0,0.005399005,0.000394,0,0.004347048,0,0,0.002927686,0,0,0.001147337,0.012003601,0.002723147,0,0,0,0,0.015225642,0,0.0107,0,0.015511421,0,0.050745128,0.0119988,0.0529,0,0,0,0,0.0116,0.00019996,0,0,0.012444905,0,0,0,0,0,0,0,0,0,0,0,0,0.019389721,0.012815378,0,0,0,0,0,0,0,0,0.000703588,0,0,0,0,0,0,0.003378112,0.003087804,0,0.002695814,0.00284942,0.003148398,0,0,0,0,0,0,0.00640128,0,0,0,0,0,0,0,0,0,0,0,0.001751873,0.001495213,0.001202151,0.00101255,0.004565747,0,0.00225641,0.001100991,1,1,0.014302861,0.01330133,0,0,0.014302861,0.01330133,0,0.001948273,0,0.039401496,0,0,0,0,0,0,0,0,0,0.012241622,0,0,0,0,0.094279223,0,0,0,0,0,0,0,0,0.017533191,0,0.013127568,0.004427005,0,0,0,0.00390039,0,0,0,0,0,0,0.0298,0,0.027344149,0,0,0,0,0,0,0,0.004207152,0.000406298,0,0.00511894,0,0,0,0,0,0.01440144,0,0,0,0,0,0,0,0,0.057428714,0,0,0,0,0,0,0.00370074,0.010418754,0,0,0,0,0.004732179,0,0,0,0,0,0.004415454
Spain,0,0,0,0.027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001562424,0,0,0,0,0.056527814,0,0,0,0,0.006455742,0.005876935,0.005315882,0.005436917,0.005672489,0,0.022108444,0,0,0,0.060584338,0.008303797,0,0,0,0,0,0,0.02810281,0,0.038911674,0,0,0,0.015607804,0.001517451,0,0.008263992,0.008299008,0.004233996,0.001522533,0.04636751,0.002976762,0,0.021567288,0,0.00060006,0.001434172,0.024907472,0.00484115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736619,0,0.045158952,0.106150107,0,0.017996401,0,0,0.026630311,0,0.0015205,0,0,0,0,0,0,0.00079992,0,0,0,0.023728203,0.023628354,0,0,0,0,0,0,0,0.0282,0,0,0,0.000659072,0,0,0,0.006455742,0.005876935,0,0.005315882,0.005436917,0.005672489,0,0,0,0,0,0,0.012802561,0,0,0,0,0,0,0,0,0.00050005,0,0,0.002803963,0.004191071,0.005588206,0.006585015,0,0.000403348,0.026051282,0,0,0,0.010502101,0.017101709,0,0,0.010502101,0.017101709,0,0.003167179,0,0,0,0,0,0,0,0,0,0,0,0.016756974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025945069,0,0.075057621,0.00724419,0,0,0,0.00590059,0,0,0,0,0,0,0,0,0,0,0,0,0.00529947,0,0,0,0.002504257,0.001828339,0,0.001706313,0,0,0.000904704,0,0.087577392,0.02230223,0,0,0,0,0,0,0,0,0.007403702,0,0,0,0,0,0,0.0055011,0.01542777,0,0,0,0.014052673,0,0,0,0,0,0,0.005820371
Sweden,0,0,0,0.032613045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184127,0,0,0,0,0.013932603,0,0,0,0,0.007881205,0.007093554,0.00394127,0.004673775,0.006099609,0,0.030512133,0,0.000955853,0,0.02243223,0,0,0,0,0,0,0,0.02460246,0,0.054916475,0,0,0,0.020010005,0.001011634,0,0.008263992,0.005499005,0,0.000609013,0.011695129,0,0,0.005465014,0,0,0.000191223,0.033309993,0.00484115,0,0,0.00270027,0,0,0,0,0,0,0,0.018249108,0,0,0.0000276,0,0,0.029982692,0,0,0,0,0.030213312,0,0.002578399,0,0,0,0,0,0,0.0119988,0,0,0,0.045047615,0.028634361,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0.007881205,0.007093554,0,0.00394127,0.004673775,0.006099609,0,0,0,0,0,0,0.0060012,0,0.030787685,0.007,0,0,0,0,0,0.00050005,0,0,0.003854837,0.003336342,0.002739451,0.002355964,0.003348214,0.001815065,0.007897436,0,0,0,0.00040008,0.0010001,0,0,0.00040008,0.0010001,0,0.004032139,0,0,0,0,0,0,0,0,0,0,0,0.018864138,0,0,0,0,0,0,0,0,0,0.001300911,0,0,0,0.038512212,0,0,0.003320254,0,0,0,0.00860086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008113793,0,0,0.022483188,0,0,0,0,0.017175954,0.03160316,0,0,0,0,0,0,0,0,0.035617809,0,0,0,0,0,0,0.0075015,0.021138048,0,0,0,0.012283805,0,0,0,0,0,0,0.007425991
Switzerland,0,0,0,0.100740296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001035234,0,0,0,0,0.016715475,0,0,0,0,0.028763257,0.025751453,0.010123373,0.012539398,0.017242257,0,0.053121677,0,0.001622888,0.000266377,0.003802099,0.000607595,0,0,0,0,0,0,0.083908391,0,0.141942583,0,0,0,0.04092046,0.003136065,0,0.003224997,0.011699012,0.013192987,0.001218027,0.013455148,0.004129057,0,0.00644091,0,0,9.56E-05,0.099029709,0.029853757,0.109310931,0,0.00180018,0,0,0,0.0155,0,0,0,0,0,0.031,0.009834,0,0.004124031,0.01750069,0,0.085382923,0,0,0.092776037,0,0.000151,0.069542665,0.00939906,0,0,0,0,0.03779622,0.0435,0,0,0.151873077,0.085802964,0,0,0,0,0,0,0,0.0558,0,0,0,0,0,0,0,0.028763257,0.025751453,0,0.010123373,0.012539398,0.017242257,0,0,0,0,0,0,0.049209842,0,0.041783287,0.0077,0,0,0.01149885,0.00720144,0.0161,0.076707671,0,0.050105011,0.010865725,0.008680089,0.00629339,0.004684745,0.034902597,0.016133911,0.029128205,0,0,0,0.014502901,0.00850085,0,0,0.014502901,0.00850085,0,0.01319483,0,0,0.038442287,0,0.0194,0,0,0.00330099,0.0284,0,0,0.037627935,0,0,0,0,0,0,0,0,0,0.005703993,0,0,0.002003807,0.089794264,0,0.021144403,0.009457692,0,0,0,0.02140214,0,0,0.0041,0,0,0,0,0,0.008978676,0,0,0,0,0,0,0,0.007212261,0.000101574,0,0.032319582,0,0,0,0,0.004593569,0.076307631,0.000902618,0,0,0,0,0.003528226,0.00241838,0,0.025012506,0,0.000902437,0,0,0.002096018,0,0.022504501,0.057002605,0,0,0,0.004716981,0,0,0,0,0,0,0.022980432
United Kingdom,0,0,0,0.150860344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01096964,0,0,0,0,0.068994291,0,0,0,0,0.036681951,0.033172001,0.022812115,0.02488624,0.028923489,0,0.095238143,0,0.023186924,0.028871083,0.069745985,0.038379747,0,0,0,0,0,0,0.071307131,0,0.228668601,0,0,0,0.060030015,0.012341932,0.0473,0.018441982,0.061094061,0.050900949,0.011875761,0.075036825,0.021413482,0,0.040890017,0,0.02310231,0.008222583,0.142342703,0.040342915,0.01770177,0.00190019,0,0.0046,0,0,0.0044,0.054026706,0,0.025282386,0,0,0.0054,0.0026515,0,0,0,0.011,0.079784043,0,0,0.152983761,0,0.006157098,0.013602728,0,0,0,0,0.076907691,0.00149985,0.0119,0,0,0.167406414,0.128053664,0,0,0,0,0,0,0,0.118,0.000603076,0,0,0.019960456,0.019995086,0,0,0.036681951,0.033172001,0,0.022812115,0.02488624,0.028923489,0,0,0,0,0,0,0.034906981,0,0.00019992,0.0097,0,0,0.02769723,0.00510102,0,0.03820382,0,0.128412841,0.015398206,0.016151619,0.016691334,0.017219051,0.004667208,0.009781184,0.048820513,0,0,0,0.079315865,0.066206618,0,0,0.079315865,0.066206618,0,0.019733537,0,0,0,0,0,0,0,0.00140042,0.0198,0,0,0.071242224,0,0,0,0,0,0,0,0,0,0.00070049,0,0.053305331,0,0.149893585,0,0.020242509,0.04809337,0,0.00109989,0.119231154,0.03340334,0,0,0,0,0,0,0.0151,0.04210421,0.026833997,0,0,0.052852853,0,0,0,0,0.030051087,0.008125952,0,0.060925424,0,0,0.017591476,0,0.013281406,0.115411541,0,0,0,0,0.004079551,0,0,0,0.069034517,0,0,0,0,0,0,0.030906181,0.08635544,0,0,0,0.022503931,0.000805477,0.0298,0,0,0,0,0.030406422
Brazil,0,0,0,0,0.042423637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036734282,0.000806127,0,0,0,0,0,0,0,0,0,0,0.004758465,0.002640705,0.002914598,0.003447727,0,0.001300261,0,0,0.050989714,0,0,0,0,0,0,0,0,0.00080008,0,0,0,0,0,0.018209105,0.003743045,0,0,0,0.002559997,0.000609013,0,0.001728442,0,0.000195179,0.0360036,0,0.000382446,0,0,0,0,0.00280028,0,0.057369835,0,0,0,0.047637187,0.022582216,0,0,0,0.086238,0,0,0.00656727,0,0.031693661,0.005524095,0,0,0.045597481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039802995,0,0,0,0.004318597,0,0,0,0.004758465,0,0.002640705,0.002914598,0.003447727,0,0,0,0,0,0,0,0,0,0,0,0,0.00989901,0,0,0.00080008,0,0,0.001403003,0.001112084,0.000765479,0.000546129,0.002536526,0,0.019794872,0,0,0,0.00020004,0.00080008,0,0,0.00020004,0.00080008,0,0.003768936,0,0,0,0,0,0,0,0,0,0,0,0.013746739,0,0,0.042791442,0,0.05204461,0,0,0,1,0,0,0,0,0,0,0.006213047,0.000704296,0,0.592840716,0,0,0,0,0,0,0,0.043873676,0,0,0.013263953,0,0,0,0.01419858,0,0,0,0.001702895,0.003961402,0.04190419,0.006423768,0,0,0,0,0.032754144,0,0,0,0,0,0,0,0,0,0.002101051,0,0.001905144,0,0,0,0,0.00430086,0.011220196,0,0,0,0,0.034534837,0,0,0,0,0,0.003913698
Chile,0,0,0,0,0.004991016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004844081,0.001035298,0,0,0,0,0.001976912,0,0,0,0,0.000133041,0.000593927,0.001688859,0.001525789,0.001208352,0,0.000800161,0,0,0.03894864,0,0,0,0,0,0,0,0,0.00150015,0,0,0,0,0,0.002101051,0.002326758,0,0,0,0.002559997,0.001015022,0.001345015,0,0,0.001854201,0.03360336,0,0.000860503,0.00050015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032549,0,0,0,0.025,0,0.045564558,0,0,0.004821286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003618454,0,0,0.001035684,0,0,0,0.000133041,0.000593927,0,0.001688859,0.001525789,0.001208352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167946,0.000352536,0.000538929,0.000671116,0,0,0.002769231,0,0,0,0.00090018,0.00140014,0,0,0.00090018,0.00140014,0,0.000466265,0,0,0,0,0,0,0,0,0,0,0,0.001204094,0,0,0.00429914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002515344,0,0.070392961,0,0,0,0,0,0,0,0.044473316,0,0,0,0,0,0,0.01459854,0,0,0,0.000200341,0,0.070007001,0.006423768,0,0,0,0,0.00509287,0.00030003,0,0,0,0,0,0,0,0,0.002701351,0,0,0,0,0,0,0.00060012,0.001703066,0,0,0,0.003537736,0.003221909,0,0,0,0,0,0.000200702
China,0,0,0,0,0.214414055,0,0.01366,0,0,0,0,0,0,0,0,0,0.995561714,0.986015383,0.214855182,0.000689384,0,0,0,0,0.011680476,0,0,0,0,0,0.023039941,0.019180269,0.019269876,0.019444226,0.0014,0.003601724,0,0,0.098732145,0.000112667,0,0,0,0,0,0,0,0.00540054,0,0,0.00010005,0,0,0.065732866,0.009408194,0,0,0,0.008565991,0.001522533,0.19178411,0.000192049,0,0.093198009,0.0330033,0,0.000860503,0.00030009,0,0.01270127,0.00340034,0.101610161,0.1018,0.012171484,0.008917824,0.0428,0,0,0,0.193869854,0.02169783,0.0205,0.0941414,0,0.16380538,0.05411702,0.0897,0.0064987,0.401347819,0,0,0.255950804,0.021700393,0,0.03079692,0,0,0,0.00970097,0.01489851,0.0145,0,0,0,0.000700841,0,0,0,0,0,0,0,0.1824,0.235601568,0,0,0,0,0,0,0,0.023039941,0,0.019180269,0.019269876,0.019444226,0.951473832,1,0.990576441,0.983271572,1,1,0,0,0.254698121,0.0054,0,0,0.0039996,0,0,0,0,0,0.09221729,0.076103604,0.056832892,0.044637674,0.037946429,0.001512554,0.059692308,0.952857572,0,0,0.017403481,0.024702469,0,0,0.017403481,0.024702469,0,0.022254713,0,0.315112219,0,0.0115,0.0142,0,0,0,0,1,1,0.083182822,0,0,0.276744651,0,0.332610492,0,0,0,0,0,0.99819946,0.04840484,0.002604949,0,0,0.048101012,0.005332528,0,0,0.009310241,0,0,0,0,0,0,0.152908255,0.0822,0,0.018467503,0,0.003102172,0,0.052094791,0,0,0,0.016327757,0.002640934,0.278627863,0.177958446,0,0,0,0,0.157179948,0.00020002,0.00120349,0,0,0,0,0.00453629,0,0,0.032616308,0,0.001102978,0,0,0,0,0.027205441,0.075135243,0,0,0,0.067118711,0.230567861,0,0,0,0,0,0.024184646
Colombia,0,0,0,0,0.000898383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000908265,0,0,0,0,0,0.003029892,0,0,0,0,0,7.61E-05,0.001143733,0.000985132,0.000676399,0,0,0,0,0.042983905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004002,0.001719777,0,0,0,0,0,0.002380026,0,0,0.001171074,0.0330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002936353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000904614,0,0,0,0.009203994,0,0,0,7.61E-05,0,0.001143733,0.000985132,0.000676399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02E-05,0.000128696,0.000219393,0.000282978,0,0,0.000307692,0,0,0,0.00060012,0.00180018,0,0,0.00060012,0.00180018,0,7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0.000501706,0,0,0.0009998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301841,0,0.01869813,0,0,0,0,0,0,0,0.044973016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010002,0.000300541,0,0,0,0,0.000704793,0,0,0,0,0,0.000100351
Czech Republic,0,0,0,0,0.001297664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001412857,0,0,0,0,0,0.00540941,0,0,0,0,0,0.000137167,0.000225083,0.000209114,0.000178031,0,0,0,0,0.001517687,0.001419587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030015,0,0,0,0,0,0,0.003519039,0,0,0.001561433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001306664,0,0,0,0,0,0,0,0.000137167,0,0.000225083,0.000209114,0.000178031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75E-05,0.000172651,0.000301192,0.000391165,0,0,0.000205128,0,0,0,0.00030006,0.00040004,0,0,0.00030006,0.00040004,0,0.000134718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044473316,0,0,0,0,0,0,0,0,0,0,0.00010017,0.00162519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010002,0.000400721,0,0,0,0,0.000906162,0,0,0,0,0,0.000200702
Egypt,0,0,0,0,0.000798563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706428,0,0,0,0,0,0,0,0,0,0,0,7.27E-05,0.000467614,0.000410331,0.000298821,0,0.00010002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002001,0.000708144,0,0,0,0,0,0,0,0,0,0.030003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003643797,0,0,0,7.27E-05,0,0.000467614,0.000410331,0.000298821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-05,1.86E-05,1.06E-05,5.47E-06,0,0,0.000205128,0,0,0,0,0.00090009,0,0,0,0.00090009,0,6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0.000301023,0,0,0.00069986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016008,0,0,0,0,0,0,0,0.000200361,0,0,0,0,0.000402739,0,0,0,0,0,0.000100351
Greece,0,0,0,0,0.005490118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005853265,0,0,0,0,0,0,0,0,0,0,0,0.000516675,0.000301074,0.00033146,0.000390606,0,0,0,0,0,0.025134036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150075,0,0,0,0,0,0,0.00269103,0,0,0.001463843,0,0.00020002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017184199,0,0,0,0,0,0.008091084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004724093,0,0,0,0,0,0,0,0.000516675,0,0.000301074,0.00033146,0.000390606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186201,0.00026903,0.000349152,0.000407664,0,0,0.003282051,0,0,0,0.00030006,0.00020002,0,0,0.00030006,0.00020002,0,0.000435963,0,0,0,0,0,0,0,0,0,0,0,0.001103753,0,0,0.00469906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008004,0,0,0,0,0,0,0.0005001,0.001502705,0,0,0,0,0.003826017,0,0,0,0,0,0.000301054
Hungary,0,0,0,0,0.002295867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002220204,4.93E-05,0,0,0,0,0.002554356,0,0,0,0,0,0.000262193,0.00059948,0.000542824,0.000432537,0,0,0,0,0.002311824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070035,0.00060698,0,0,0,0,0.000101502,0.001966022,0,0,0.001366254,0.02750275,0,9.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003113552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001809227,0,0,0,0,0,0,0,0.000262193,0,0.00059948,0.000542824,0.000432537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67E-05,0.000169928,0.000264377,0.000331129,0,0,0.000307692,0,0,0,0.00190038,0.0010001,0,0,0.00190038,0.0010001,0,0.000238139,0,0,0,0,0,0,0,0,0,0,0,0.001103753,0,0,0.0024995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043873676,0,0,0,0,0,0,0,0,0,0,0.00010017,0,0,0,0,0,0,0,0,0.00010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030006,0.000701262,0,0,0,0,0.001711639,0,0,0,0,0,0.000200702
India,0,0,0,0,0.216610102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216167121,0,0,0,0,0,0,0,0,0,0,0,0.019799606,0.007254021,0.009261411,0.013168853,0,0,0,0,0.046255453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062731366,0.001618614,0,0,0,0.001279999,0,0,0,0,0.000390358,0.0070007,0,0,0,0,0,0.00430043,0,0,0,0,0.0137,0.054491721,0,0,0,0,0,0.045755,0,0.006594346,0.008620473,0,0,0,0,0,0.171538887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197708312,1,0,0,0.006170896,0,0,0,0.019799606,0,0.007254021,0.009261411,0.013168853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007670755,0.005635957,0.003279725,0.001758931,0.010146104,0,0.034461538,0,0,0,0.016703341,0.024502449,0,0,0.016703341,0.024502449,0,0.017583851,0,0.221047382,0,0,0,0,0,0,0,0,0,0.057194461,0,0,0.195260948,0,0.22645601,0,0,0,0,0,0,0,0,0,0,0,0.00080491,0,0,0,0,0,0,0,0,0,0.060963422,0,0,0,0,0,0,0.01389861,0,0,0,0.026444956,0,0,0.00732711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047123562,0,0,0,0,0,0,0.021004201,0.064215588,0,0,0,0.011399371,0.216371325,0,0,0,0,0,0.018364275
